,cnae_code,ativ_desc,description,code_description
536,3240099,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,Manufacture of other recreational toys and games not otherwise specified,3240099 - Manufacture of other recreational toys and games not otherwise specified
537,3250701,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório","Manufacture of non-electronic instruments and utensils for medical, surgical, dental and laboratory use","3250701 - Manufacture of non-electronic instruments and utensils for medical, surgical, dental and laboratory use"
538,3250702,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório","Manufacture of furniture for medical, surgical, dental and laboratory use","3250702 - Manufacture of furniture for medical, surgical, dental and laboratory use"
539,3250703,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,Manufacture of devices and utensils for the correction of physical defects and orthopedic devices in general on demand,3250703 - Manufacture of devices and utensils for the correction of physical defects and orthopedic devices in general on demand
540,3250704,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda","Manufacture of devices and utensils for correcting physical defects and orthopedic devices in general, except on request","3250704 - Manufacture of devices and utensils for correcting physical defects and orthopedic devices in general, except on request"
541,3250705,Fabricação de materiais para medicina e odontologia,Manufacture of materials for medicine and dentistry,3250705 - Manufacture of materials for medicine and dentistry
542,3250706,Serviços de prótese dentária,Dental services,3250706 - Dental services
543,3250707,Fabricação de artigos ópticos,Manufacture of optical articles,3250707 - Manufacture of optical articles
544,3250708,Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar,Manufacture of non-woven fabric artifacts for dental-medical-hospital use,3250708 - Manufacture of non-woven fabric artifacts for dental-medical-hospital use
545,3250709,Serviço de laboratório óptico,optical laboratory service,3250709 - optical laboratory service
546,3291400,"Fabricação de escovas, pincéis e vassouras","Manufacture of brushes, brushes and brooms","3291400 - Manufacture of brushes, brushes and brooms"
547,3292201,Fabricação de roupas de proteção e segurança e resistentes a fogo,Manufacture of fire resistant and protective clothing,3292201 - Manufacture of fire resistant and protective clothing
548,3292202,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,Manufacture of equipment and accessories for personal and professional security,3292202 - Manufacture of equipment and accessories for personal and professional security
549,3299001,Fabricação de guarda-chuvas e similares,Manufacturing of umbrellas and similar,3299001 - Manufacturing of umbrellas and similar
550,3299002,"Fabricação de canetas, lápis e outros artigos para escritório","Manufacture of pens, pencils and other office supplies","3299002 - Manufacture of pens, pencils and other office supplies"
551,3299003,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos","Manufacture of letters, signs and signs of any material, except luminous","3299003 - Manufacture of letters, signs and signs of any material, except luminous"
552,3299004,Fabricação de painéis e letreiros luminosos,Manufacture of panels and illuminated signs,3299004 - Manufacture of panels and illuminated signs
553,3299005,Fabricação de aviamentos para costura,Manufacture of sewing trims,3299005 - Manufacture of sewing trims
554,3299006,"Fabricação de velas, inclusive decorativas","Manufacture of candles, including decorative ones","3299006 - Manufacture of candles, including decorative ones"
555,3299099,Fabricação de produtos diversos não especificados anteriormente,Manufacture of miscellaneous products not previously specified,3299099 - Manufacture of miscellaneous products not previously specified
556,3311200,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos","Maintenance and repair of tanks, metal tanks and boilers, except for vehicles","3311200 - Maintenance and repair of tanks, metal tanks and boilers, except for vehicles"
557,3312101,Manutenção e reparação de equipamentos transmissores de comunicação,Maintenance and repair of transmitting communication equipment,3312101 - Maintenance and repair of transmitting communication equipment
558,3312102,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle","Maintenance and repair of measuring, testing and control devices and instruments","3312102 - Maintenance and repair of measuring, testing and control devices and instruments"
559,3312103,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Maintenance and repair of electromedical and electrotherapeutic devices and irradiation equipment,3312103 - Maintenance and repair of electromedical and electrotherapeutic devices and irradiation equipment
560,3312104,Manutenção e reparação de equipamentos e instrumentos ópticos,Maintenance and repair of optical equipment and instruments,3312104 - Maintenance and repair of optical equipment and instruments
561,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos","Maintenance and repair of generators, transformers and electric motors","3313901 - Maintenance and repair of generators, transformers and electric motors"
562,3313902,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos","Maintenance and repair of electric batteries and accumulators, except for vehicles","3313902 - Maintenance and repair of electric batteries and accumulators, except for vehicles"
563,3313999,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente","Maintenance and repair of electrical machines, equipment and materials not otherwise specified","3313999 - Maintenance and repair of electrical machines, equipment and materials not otherwise specified"
